ts,ticker,side,price,risk_score,reasons
1785336133,KXBTC15M-26JUL291045-45,no,96,55,weak cushion (dist/vol ratio 1.41); only 20s of confirmation; choppy window (4 crossings of 50c)
1785336143,KXBTC15M-26JUL291045-45,no,98,80,weak cushion (dist/vol ratio 1.61); only 30s of confirmation; choppy window (4 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785336153,KXBTC15M-26JUL291045-45,no,98,80,weak cushion (dist/vol ratio 1.61); only 40s of confirmation; choppy window (4 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785336848,KXBTC15M-26JUL291100-00,yes,95,25,weak cushion (dist/vol ratio 1.75); choppy window (6 crossings of 50c)
1785336889,KXBTC15M-26JUL291100-00,yes,96,25,weak cushion (dist/vol ratio 1.70); choppy window (6 crossings of 50c)
1785336899,KXBTC15M-26JUL291100-00,yes,98,50,weak cushion (dist/vol ratio 1.89); choppy window (6 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785336909,KXBTC15M-26JUL291100-00,yes,98,50,choppy window (6 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785336919,KXBTC15M-26JUL291100-00,yes,98,50,weak cushion (dist/vol ratio 1.76); choppy window (6 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785336939,KXBTC15M-26JUL291100-00,yes,98,50,weak cushion (dist/vol ratio 1.74); choppy window (6 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785336949,KXBTC15M-26JUL291100-00,yes,97,25,weak cushion (dist/vol ratio 1.53); choppy window (6 crossings of 50c)
1785337040,KXBTC15M-26JUL291100-00,yes,96,55,weak cushion (dist/vol ratio 1.24); only 10s of confirmation; choppy window (6 crossings of 50c)
1785337050,KXBTC15M-26JUL291100-00,yes,97,55,weak cushion (dist/vol ratio 1.26); only 20s of confirmation; choppy window (6 crossings of 50c)
1785337070,KXBTC15M-26JUL291100-00,yes,96,55,weak cushion (dist/vol ratio 1.13); only 40s of confirmation; choppy window (6 crossings of 50c)
1785337090,KXBTC15M-26JUL291100-00,yes,96,55,weak cushion (dist/vol ratio 0.70); only 0s of confirmation; choppy window (6 crossings of 50c)
1785337100,KXBTC15M-26JUL291100-00,yes,96,55,weak cushion (dist/vol ratio 1.00); only 10s of confirmation; choppy window (6 crossings of 50c)
1785337131,KXBTC15M-26JUL291100-00,yes,96,55,weak cushion (dist/vol ratio 0.71); only 40s of confirmation; choppy window (6 crossings of 50c)
1785337987,KXBTC15M-26JUL291115-15,yes,95,55,weak cushion (dist/vol ratio 1.19); only 0s of confirmation; choppy window (17 crossings of 50c)
1785338703,KXBTC15M-26JUL291130-30,no,95,30,only 21s of confirmation
1785338713,KXBTC15M-26JUL291130-30,no,97,30,only 31s of confirmation
1785338723,KXBTC15M-26JUL291130-30,no,98,55,only 41s of confirmation; entry 98c: sample shows 98c+ is overpriced
1785338733,KXBTC15M-26JUL291130-30,no,98,55,only 51s of confirmation; entry 98c: sample shows 98c+ is overpriced
1785338743,KXBTC15M-26JUL291130-30,no,98,25,entry 98c: sample shows 98c+ is overpriced
1785338753,KXBTC15M-26JUL291130-30,no,96,0,weak cushion (dist/vol ratio 1.82)
1785338763,KXBTC15M-26JUL291130-30,no,98,25,entry 98c: sample shows 98c+ is overpriced
1785339750,KXBTC15M-26JUL291145-45,no,95,55,weak cushion (dist/vol ratio 1.33); only 0s of confirmation; choppy window (8 crossings of 50c)
1785339760,KXBTC15M-26JUL291145-45,no,96,55,weak cushion (dist/vol ratio 1.28); only 10s of confirmation; choppy window (8 crossings of 50c)
1785339770,KXBTC15M-26JUL291145-45,no,98,80,weak cushion (dist/vol ratio 1.52); only 20s of confirmation; choppy window (8 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785340526,KXBTC15M-26JUL291200-00,no,95,55,weak cushion (dist/vol ratio 1.57); only 0s of confirmation; choppy window (6 crossings of 50c)
1785340677,KXBTC15M-26JUL291200-00,no,96,55,weak cushion (dist/vol ratio 1.65); only 30s of confirmation; choppy window (6 crossings of 50c)
1785340707,KXBTC15M-26JUL291200-00,no,98,50,weak cushion (dist/vol ratio 1.64); choppy window (6 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785342189,KXBTC15M-26JUL291230-30,yes,95,55,only 20s of confirmation; choppy window (7 crossings of 50c)
1785342199,KXBTC15M-26JUL291230-30,yes,95,55,only 30s of confirmation; choppy window (7 crossings of 50c)
1785342209,KXBTC15M-26JUL291230-30,yes,95,55,only 40s of confirmation; choppy window (7 crossings of 50c)
1785342229,KXBTC15M-26JUL291230-30,yes,96,25,choppy window (7 crossings of 50c)
1785342260,KXBTC15M-26JUL291230-30,yes,95,25,choppy window (7 crossings of 50c)
1785342270,KXBTC15M-26JUL291230-30,yes,95,25,choppy window (7 crossings of 50c)
1785342300,KXBTC15M-26JUL291230-30,yes,96,25,choppy window (7 crossings of 50c)
1785342310,KXBTC15M-26JUL291230-30,yes,98,50,choppy window (7 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785342320,KXBTC15M-26JUL291230-30,yes,97,25,choppy window (7 crossings of 50c)
1785342330,KXBTC15M-26JUL291230-30,yes,96,25,choppy window (7 crossings of 50c)
1785342340,KXBTC15M-26JUL291230-30,yes,96,25,choppy window (7 crossings of 50c)
1785342350,KXBTC15M-26JUL291230-30,yes,96,25,choppy window (7 crossings of 50c)
1785342360,KXBTC15M-26JUL291230-30,yes,96,25,choppy window (7 crossings of 50c)
1785342370,KXBTC15M-26JUL291230-30,yes,97,25,choppy window (7 crossings of 50c)
1785342381,KXBTC15M-26JUL291230-30,yes,96,25,choppy window (7 crossings of 50c)
1785342401,KXBTC15M-26JUL291230-30,yes,98,50,choppy window (7 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785342975,KXBTC15M-26JUL291245-45,no,95,30,only 20s of confirmation
1785342985,KXBTC15M-26JUL291245-45,no,96,30,only 30s of confirmation
1785342995,KXBTC15M-26JUL291245-45,no,95,30,only 40s of confirmation
1785343005,KXBTC15M-26JUL291245-45,no,95,30,only 50s of confirmation
1785344021,KXBTC15M-26JUL291300-00,yes,95,30,weak cushion (dist/vol ratio 1.26); only 10s of confirmation
1785344032,KXBTC15M-26JUL291300-00,yes,95,30,weak cushion (dist/vol ratio 1.25); only 20s of confirmation
1785344092,KXBTC15M-26JUL291300-00,yes,95,30,weak cushion (dist/vol ratio 1.27); only 10s of confirmation
1785344112,KXBTC15M-26JUL291300-00,yes,96,30,weak cushion (dist/vol ratio 1.34); only 30s of confirmation
1785344122,KXBTC15M-26JUL291300-00,yes,98,55,weak cushion (dist/vol ratio 1.37); only 40s of confirmation; entry 98c: sample shows 98c+ is overpriced
1785345211,KXBTC15M-26JUL291315-15,yes,97,55,weak cushion (dist/vol ratio 1.27); only 10s of confirmation; choppy window (11 crossings of 50c)
1785345221,KXBTC15M-26JUL291315-15,yes,95,55,weak cushion (dist/vol ratio 0.89); only 20s of confirmation; choppy window (11 crossings of 50c)
1785346057,KXBTC15M-26JUL291330-30,no,96,55,weak cushion (dist/vol ratio 1.37); only 10s of confirmation; choppy window (3 crossings of 50c)
1785346763,KXBTC15M-26JUL291345-45,yes,95,55,weak cushion (dist/vol ratio 1.26); only 30s of confirmation; choppy window (3 crossings of 50c)
1785346773,KXBTC15M-26JUL291345-45,yes,95,55,weak cushion (dist/vol ratio 1.26); only 40s of confirmation; choppy window (3 crossings of 50c)
1785346783,KXBTC15M-26JUL291345-45,yes,96,55,weak cushion (dist/vol ratio 1.31); only 50s of confirmation; choppy window (3 crossings of 50c)
1785346793,KXBTC15M-26JUL291345-45,yes,96,25,weak cushion (dist/vol ratio 1.30); choppy window (3 crossings of 50c)
1785346803,KXBTC15M-26JUL291345-45,yes,97,25,weak cushion (dist/vol ratio 1.66); choppy window (3 crossings of 50c)
1785346813,KXBTC15M-26JUL291345-45,yes,98,50,weak cushion (dist/vol ratio 1.69); choppy window (3 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785347590,KXBTC15M-26JUL291400-00,yes,95,25,weak cushion (dist/vol ratio 1.64); choppy window (4 crossings of 50c)
1785347600,KXBTC15M-26JUL291400-00,yes,96,25,weak cushion (dist/vol ratio 1.85); choppy window (4 crossings of 50c)
1785347610,KXBTC15M-26JUL291400-00,yes,97,25,choppy window (4 crossings of 50c)
1785347620,KXBTC15M-26JUL291400-00,yes,98,50,choppy window (4 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785348416,KXBTC15M-26JUL291415-15,yes,96,30,only 30s of confirmation
1785348426,KXBTC15M-26JUL291415-15,yes,95,30,only 40s of confirmation
1785349362,KXBTC15M-26JUL291430-30,no,95,55,weak cushion (dist/vol ratio 1.23); only 30s of confirmation; choppy window (4 crossings of 50c)
1785349372,KXBTC15M-26JUL291430-30,no,97,55,weak cushion (dist/vol ratio 1.30); only 40s of confirmation; choppy window (4 crossings of 50c)
1785349382,KXBTC15M-26JUL291430-30,no,98,80,weak cushion (dist/vol ratio 1.49); only 50s of confirmation; choppy window (4 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785349392,KXBTC15M-26JUL291430-30,no,98,50,weak cushion (dist/vol ratio 1.61); choppy window (4 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785349402,KXBTC15M-26JUL291430-30,no,97,25,weak cushion (dist/vol ratio 1.48); choppy window (4 crossings of 50c)
1785349413,KXBTC15M-26JUL291430-30,no,97,25,weak cushion (dist/vol ratio 1.49); choppy window (4 crossings of 50c)
1785349423,KXBTC15M-26JUL291430-30,no,98,50,choppy window (4 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785349433,KXBTC15M-26JUL291430-30,no,98,50,choppy window (4 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785349443,KXBTC15M-26JUL291430-30,no,98,50,choppy window (4 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785349453,KXBTC15M-26JUL291430-30,no,98,50,choppy window (4 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785350461,KXBTC15M-26JUL291445-45,yes,95,30,weak cushion (dist/vol ratio 1.43); only 10s of confirmation
1785350471,KXBTC15M-26JUL291445-45,yes,98,55,only 20s of confirmation; entry 98c: sample shows 98c+ is overpriced
1785351207,KXBTC15M-26JUL291500-00,yes,95,55,weak cushion (dist/vol ratio 1.31); only 20s of confirmation; choppy window (9 crossings of 50c)
1785351217,KXBTC15M-26JUL291500-00,yes,96,55,weak cushion (dist/vol ratio 1.38); only 30s of confirmation; choppy window (9 crossings of 50c)
1785351227,KXBTC15M-26JUL291500-00,yes,96,55,weak cushion (dist/vol ratio 1.44); only 40s of confirmation; choppy window (9 crossings of 50c)
1785351237,KXBTC15M-26JUL291500-00,yes,96,55,weak cushion (dist/vol ratio 1.38); only 50s of confirmation; choppy window (9 crossings of 50c)
1785351247,KXBTC15M-26JUL291500-00,yes,98,50,weak cushion (dist/vol ratio 1.51); choppy window (9 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785351257,KXBTC15M-26JUL291500-00,yes,95,25,weak cushion (dist/vol ratio 1.28); choppy window (9 crossings of 50c)
1785351267,KXBTC15M-26JUL291500-00,yes,95,25,weak cushion (dist/vol ratio 1.28); choppy window (9 crossings of 50c)
1785351277,KXBTC15M-26JUL291500-00,yes,95,25,weak cushion (dist/vol ratio 1.28); choppy window (9 crossings of 50c)
1785351287,KXBTC15M-26JUL291500-00,yes,96,25,weak cushion (dist/vol ratio 1.43); choppy window (9 crossings of 50c)
1785351298,KXBTC15M-26JUL291500-00,yes,97,25,weak cushion (dist/vol ratio 1.45); choppy window (9 crossings of 50c)
1785351308,KXBTC15M-26JUL291500-00,yes,98,50,weak cushion (dist/vol ratio 1.52); choppy window (9 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785351318,KXBTC15M-26JUL291500-00,yes,98,50,weak cushion (dist/vol ratio 1.57); choppy window (9 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785351328,KXBTC15M-26JUL291500-00,yes,98,50,weak cushion (dist/vol ratio 1.60); choppy window (9 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785351338,KXBTC15M-26JUL291500-00,yes,98,50,weak cushion (dist/vol ratio 1.59); choppy window (9 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785351479,KXBTC15M-26JUL291500-00,yes,98,80,weak cushion (dist/vol ratio 1.07); only 0s of confirmation; choppy window (9 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785351489,KXBTC15M-26JUL291500-00,yes,96,55,weak cushion (dist/vol ratio 0.85); only 10s of confirmation; choppy window (9 crossings of 50c)
1785351499,KXBTC15M-26JUL291500-00,yes,98,80,weak cushion (dist/vol ratio 0.96); only 20s of confirmation; choppy window (9 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785352084,KXBTC15M-26JUL291515-15,no,95,55,only 20s of confirmation; choppy window (4 crossings of 50c)
1785352094,KXBTC15M-26JUL291515-15,no,96,55,only 30s of confirmation; choppy window (4 crossings of 50c)
1785352124,KXBTC15M-26JUL291515-15,no,95,25,weak cushion (dist/vol ratio 1.83); choppy window (4 crossings of 50c)
1785352134,KXBTC15M-26JUL291515-15,no,96,25,choppy window (4 crossings of 50c)
1785352144,KXBTC15M-26JUL291515-15,no,97,25,choppy window (4 crossings of 50c)
1785352154,KXBTC15M-26JUL291515-15,no,97,25,choppy window (4 crossings of 50c)
1785352165,KXBTC15M-26JUL291515-15,no,96,25,weak cushion (dist/vol ratio 1.83); choppy window (4 crossings of 50c)
1785352175,KXBTC15M-26JUL291515-15,no,97,25,choppy window (4 crossings of 50c)
1785352185,KXBTC15M-26JUL291515-15,no,98,50,choppy window (4 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785352326,KXBTC15M-26JUL291515-15,no,96,25,choppy window (4 crossings of 50c)
1785352336,KXBTC15M-26JUL291515-15,no,97,25,choppy window (4 crossings of 50c)
1785353011,KXBTC15M-26JUL291530-30,no,95,30,only 30s of confirmation
1785353082,KXBTC15M-26JUL291530-30,no,95,30,weak cushion (dist/vol ratio 1.78); only 21s of confirmation
1785353102,KXBTC15M-26JUL291530-30,no,96,30,weak cushion (dist/vol ratio 1.85); only 41s of confirmation
1785353112,KXBTC15M-26JUL291530-30,no,97,30,weak cushion (dist/vol ratio 1.86); only 51s of confirmation
1785353122,KXBTC15M-26JUL291530-30,no,98,25,entry 98c: sample shows 98c+ is overpriced
1785353132,KXBTC15M-26JUL291530-30,no,98,25,entry 98c: sample shows 98c+ is overpriced
1785354150,KXBTC15M-26JUL291545-45,no,95,55,weak cushion (dist/vol ratio 1.34); only 40s of confirmation; choppy window (5 crossings of 50c)
1785354160,KXBTC15M-26JUL291545-45,no,96,55,weak cushion (dist/vol ratio 1.35); only 50s of confirmation; choppy window (5 crossings of 50c)
1785354180,KXBTC15M-26JUL291545-45,no,95,25,weak cushion (dist/vol ratio 1.39); choppy window (5 crossings of 50c)
1785354191,KXBTC15M-26JUL291545-45,no,97,25,weak cushion (dist/vol ratio 1.27); choppy window (5 crossings of 50c)
1785354221,KXBTC15M-26JUL291545-45,no,97,25,weak cushion (dist/vol ratio 1.24); choppy window (5 crossings of 50c)
1785354231,KXBTC15M-26JUL291545-45,no,95,25,weak cushion (dist/vol ratio 0.99); choppy window (5 crossings of 50c)
1785354674,KXBTC15M-26JUL291600-00,no,95,30,only 10s of confirmation
1785354684,KXBTC15M-26JUL291600-00,no,96,30,only 20s of confirmation
1785354695,KXBTC15M-26JUL291600-00,no,96,30,only 30s of confirmation
1785354705,KXBTC15M-26JUL291600-00,no,96,30,only 41s of confirmation
1785355782,KXBTC15M-26JUL291615-15,no,96,55,weak cushion (dist/vol ratio 1.89); only 11s of confirmation; choppy window (8 crossings of 50c)
1785355792,KXBTC15M-26JUL291615-15,no,97,55,only 21s of confirmation; choppy window (8 crossings of 50c)
1785355802,KXBTC15M-26JUL291615-15,no,98,80,only 31s of confirmation; choppy window (8 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785355812,KXBTC15M-26JUL291615-15,no,96,55,weak cushion (dist/vol ratio 1.72); only 41s of confirmation; choppy window (8 crossings of 50c)
1785355822,KXBTC15M-26JUL291615-15,no,98,80,only 51s of confirmation; choppy window (8 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785355832,KXBTC15M-26JUL291615-15,no,98,50,choppy window (8 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785355852,KXBTC15M-26JUL291615-15,no,97,25,weak cushion (dist/vol ratio 1.65); choppy window (8 crossings of 50c)
1785355862,KXBTC15M-26JUL291615-15,no,95,25,weak cushion (dist/vol ratio 1.27); choppy window (8 crossings of 50c)
1785355872,KXBTC15M-26JUL291615-15,no,96,25,weak cushion (dist/vol ratio 1.34); choppy window (8 crossings of 50c)
1785355933,KXBTC15M-26JUL291615-15,no,97,55,weak cushion (dist/vol ratio 1.14); only 0s of confirmation; choppy window (8 crossings of 50c)
1785355943,KXBTC15M-26JUL291615-15,no,97,55,weak cushion (dist/vol ratio 1.28); only 10s of confirmation; choppy window (8 crossings of 50c)
1785355953,KXBTC15M-26JUL291615-15,no,96,55,weak cushion (dist/vol ratio 1.23); only 20s of confirmation; choppy window (8 crossings of 50c)
1785356840,KXBTC15M-26JUL291630-30,no,96,55,weak cushion (dist/vol ratio 1.61); only 10s of confirmation; choppy window (3 crossings of 50c)
1785356850,KXBTC15M-26JUL291630-30,no,98,80,weak cushion (dist/vol ratio 1.71); only 20s of confirmation; choppy window (3 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785357516,KXBTC15M-26JUL291645-45,yes,96,30,weak cushion (dist/vol ratio 1.34); only 40s of confirmation
1785357526,KXBTC15M-26JUL291645-45,yes,95,30,weak cushion (dist/vol ratio 1.53); only 51s of confirmation
1785357536,KXBTC15M-26JUL291645-45,yes,97,0,weak cushion (dist/vol ratio 1.64)
1785357546,KXBTC15M-26JUL291645-45,yes,98,25,entry 98c: sample shows 98c+ is overpriced
1785357556,KXBTC15M-26JUL291645-45,yes,98,25,entry 98c: sample shows 98c+ is overpriced
1785357697,KXBTC15M-26JUL291645-45,yes,98,25,entry 98c: sample shows 98c+ is overpriced
1785358564,KXBTC15M-26JUL291700-00,no,97,30,only 10s of confirmation
1785358574,KXBTC15M-26JUL291700-00,no,98,55,only 20s of confirmation; entry 98c: sample shows 98c+ is overpriced
1785358594,KXBTC15M-26JUL291700-00,no,98,55,only 40s of confirmation; entry 98c: sample shows 98c+ is overpriced
1785358604,KXBTC15M-26JUL291700-00,no,98,55,only 50s of confirmation; entry 98c: sample shows 98c+ is overpriced
1785358625,KXBTC15M-26JUL291700-00,no,98,25,entry 98c: sample shows 98c+ is overpriced
1785359290,KXBTC15M-26JUL291715-15,no,95,30,only 0s of confirmation
1785359310,KXBTC15M-26JUL291715-15,no,97,30,only 20s of confirmation
1785359320,KXBTC15M-26JUL291715-15,no,97,30,only 30s of confirmation
1785359330,KXBTC15M-26JUL291715-15,no,96,30,only 40s of confirmation
1785359340,KXBTC15M-26JUL291715-15,no,96,30,only 50s of confirmation
1785360479,KXBTC15M-26JUL291730-30,yes,98,80,weak cushion (dist/vol ratio 0.94); only 20s of confirmation; choppy window (10 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785361184,KXBTC15M-26JUL291745-45,yes,95,55,weak cushion (dist/vol ratio 1.46); only 10s of confirmation; choppy window (6 crossings of 50c)
1785361255,KXBTC15M-26JUL291745-45,yes,95,55,weak cushion (dist/vol ratio 1.61); only 41s of confirmation; choppy window (6 crossings of 50c)
1785361265,KXBTC15M-26JUL291745-45,yes,97,55,weak cushion (dist/vol ratio 1.76); only 51s of confirmation; choppy window (6 crossings of 50c)
1785361275,KXBTC15M-26JUL291745-45,yes,95,25,weak cushion (dist/vol ratio 1.30); choppy window (6 crossings of 50c)
1785361285,KXBTC15M-26JUL291745-45,yes,97,25,weak cushion (dist/vol ratio 1.53); choppy window (6 crossings of 50c)
1785361295,KXBTC15M-26JUL291745-45,yes,98,50,weak cushion (dist/vol ratio 1.76); choppy window (6 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785361336,KXBTC15M-26JUL291745-45,yes,97,25,weak cushion (dist/vol ratio 1.36); choppy window (6 crossings of 50c)
1785361346,KXBTC15M-26JUL291745-45,yes,97,25,weak cushion (dist/vol ratio 1.50); choppy window (6 crossings of 50c)
1785361356,KXBTC15M-26JUL291745-45,yes,98,50,weak cushion (dist/vol ratio 1.55); choppy window (6 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785361366,KXBTC15M-26JUL291745-45,yes,98,50,weak cushion (dist/vol ratio 1.61); choppy window (6 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785361396,KXBTC15M-26JUL291745-45,yes,96,25,weak cushion (dist/vol ratio 0.76); choppy window (6 crossings of 50c)
1785361426,KXBTC15M-26JUL291745-45,yes,98,80,weak cushion (dist/vol ratio 0.97); only 10s of confirmation; choppy window (6 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785361971,KXBTC15M-26JUL291800-00,yes,96,55,only 10s of confirmation; choppy window (3 crossings of 50c)
1785361981,KXBTC15M-26JUL291800-00,yes,96,55,only 20s of confirmation; choppy window (3 crossings of 50c)
1785361991,KXBTC15M-26JUL291800-00,yes,97,55,only 30s of confirmation; choppy window (3 crossings of 50c)
1785362001,KXBTC15M-26JUL291800-00,yes,98,80,only 40s of confirmation; choppy window (3 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785362011,KXBTC15M-26JUL291800-00,yes,97,55,only 50s of confirmation; choppy window (3 crossings of 50c)
1785362021,KXBTC15M-26JUL291800-00,yes,97,25,choppy window (3 crossings of 50c)
1785362031,KXBTC15M-26JUL291800-00,yes,98,50,choppy window (3 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785362041,KXBTC15M-26JUL291800-00,yes,98,50,choppy window (3 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785362052,KXBTC15M-26JUL291800-00,yes,98,50,choppy window (3 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785362062,KXBTC15M-26JUL291800-00,yes,98,50,choppy window (3 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785362072,KXBTC15M-26JUL291800-00,yes,97,25,choppy window (3 crossings of 50c)
1785362082,KXBTC15M-26JUL291800-00,yes,98,50,choppy window (3 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785362092,KXBTC15M-26JUL291800-00,yes,97,25,choppy window (3 crossings of 50c)
1785362102,KXBTC15M-26JUL291800-00,yes,98,50,choppy window (3 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785362112,KXBTC15M-26JUL291800-00,yes,98,50,choppy window (3 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785362132,KXBTC15M-26JUL291800-00,yes,98,50,choppy window (3 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785362142,KXBTC15M-26JUL291800-00,yes,98,50,choppy window (3 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785362152,KXBTC15M-26JUL291800-00,yes,98,50,choppy window (3 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785362162,KXBTC15M-26JUL291800-00,yes,98,50,choppy window (3 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785362788,KXBTC15M-26JUL291815-15,yes,96,30,only 41s of confirmation
1785362798,KXBTC15M-26JUL291815-15,yes,96,30,only 51s of confirmation
1785364137,KXBTC15M-26JUL291830-30,no,96,55,weak cushion (dist/vol ratio 1.06); only 0s of confirmation; choppy window (12 crossings of 50c)
1785365563,KXBTC15M-26JUL291900-00,no,95,30,only 30s of confirmation
1785366781,KXBTC15M-26JUL291915-15,no,96,55,only 10s of confirmation; choppy window (8 crossings of 50c)
1785366791,KXBTC15M-26JUL291915-15,no,98,80,only 20s of confirmation; choppy window (8 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785368443,KXBTC15M-26JUL291945-45,no,95,30,weak cushion (dist/vol ratio 1.67); only 30s of confirmation
1785368453,KXBTC15M-26JUL291945-45,no,96,30,weak cushion (dist/vol ratio 1.70); only 40s of confirmation
1785368463,KXBTC15M-26JUL291945-45,no,96,30,weak cushion (dist/vol ratio 1.72); only 50s of confirmation
1785368473,KXBTC15M-26JUL291945-45,no,98,25,weak cushion (dist/vol ratio 1.86); entry 98c: sample shows 98c+ is overpriced
1785368493,KXBTC15M-26JUL291945-45,no,98,25,entry 98c: sample shows 98c+ is overpriced
1785368504,KXBTC15M-26JUL291945-45,no,96,0,weak cushion (dist/vol ratio 1.89)
1785368625,KXBTC15M-26JUL291945-45,no,96,30,weak cushion (dist/vol ratio 1.29); only 0s of confirmation
1785370278,KXBTC15M-26JUL292015-15,yes,95,55,weak cushion (dist/vol ratio 1.41); only 10s of confirmation; choppy window (4 crossings of 50c)
1785370288,KXBTC15M-26JUL292015-15,yes,96,55,weak cushion (dist/vol ratio 1.44); only 20s of confirmation; choppy window (4 crossings of 50c)
1785370298,KXBTC15M-26JUL292015-15,yes,98,80,weak cushion (dist/vol ratio 1.67); only 30s of confirmation; choppy window (4 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785370359,KXBTC15M-26JUL292015-15,yes,98,50,weak cushion (dist/vol ratio 1.72); choppy window (4 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785370369,KXBTC15M-26JUL292015-15,yes,97,25,weak cushion (dist/vol ratio 1.39); choppy window (4 crossings of 50c)
1785371115,KXBTC15M-26JUL292030-30,no,95,55,weak cushion (dist/vol ratio 1.74); only 20s of confirmation; choppy window (4 crossings of 50c)
1785371125,KXBTC15M-26JUL292030-30,no,95,55,weak cushion (dist/vol ratio 1.70); only 30s of confirmation; choppy window (4 crossings of 50c)
1785371135,KXBTC15M-26JUL292030-30,no,95,55,weak cushion (dist/vol ratio 1.82); only 40s of confirmation; choppy window (4 crossings of 50c)
1785371145,KXBTC15M-26JUL292030-30,no,95,55,weak cushion (dist/vol ratio 1.78); only 50s of confirmation; choppy window (4 crossings of 50c)
1785371185,KXBTC15M-26JUL292030-30,no,95,25,weak cushion (dist/vol ratio 1.72); choppy window (4 crossings of 50c)
1785371196,KXBTC15M-26JUL292030-30,no,96,25,weak cushion (dist/vol ratio 1.78); choppy window (4 crossings of 50c)
1785371206,KXBTC15M-26JUL292030-30,no,96,25,weak cushion (dist/vol ratio 1.79); choppy window (4 crossings of 50c)
1785371216,KXBTC15M-26JUL292030-30,no,97,25,weak cushion (dist/vol ratio 1.79); choppy window (4 crossings of 50c)
1785371700,KXBTC15M-26JUL292045-45,no,95,30,only 41s of confirmation
1785371710,KXBTC15M-26JUL292045-45,no,96,30,only 51s of confirmation
1785372918,KXBTC15M-26JUL292100-00,no,95,55,only 30s of confirmation; choppy window (7 crossings of 50c)
1785372938,KXBTC15M-26JUL292100-00,no,95,55,weak cushion (dist/vol ratio 1.90); only 51s of confirmation; choppy window (7 crossings of 50c)
1785372948,KXBTC15M-26JUL292100-00,no,96,25,choppy window (7 crossings of 50c)
1785372958,KXBTC15M-26JUL292100-00,no,98,50,choppy window (7 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785372968,KXBTC15M-26JUL292100-00,no,97,25,choppy window (7 crossings of 50c)
1785372978,KXBTC15M-26JUL292100-00,no,98,50,choppy window (7 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785372988,KXBTC15M-26JUL292100-00,no,98,50,choppy window (7 crossings of 50c); entry 98c: sample shows 98c+ is overpriced
1785373503,KXBTC15M-26JUL292115-15,yes,96,30,only 21s of confirmation
1785373513,KXBTC15M-26JUL292115-15,yes,96,30,only 31s of confirmation
